Unnamed: 0,reviewId,userName,userImage,label,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1348,f9588479-85ff-4d6a-81da-038bb935ce8e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,positive,"Aplikasi Moga bermanfaat untuk warung saya.. alangkah baiknya aplikasinya bukan trial,, tapi gratis🙏🙏",5,2,1.4.0,2020-04-10 2:38:54,"Hai Glora wulan, Terima kasih sudah menggunakan aplikasi dan layanan POST.Kami informasikan untuk akun Trial juga akun gratis ya. Semoga hari kamu menyenangkan. Salam-VR",2020-04-10 3:53:48
946,eb0ce14b-640d-417d-8301-54a0078224a0,Afoec Cell,https://play-lh.googleusercontent.com/a-/AD5-WCniFIwZQlIx5WFXCtN15gQSr2W0OAia_YTGvyAawA,neutral,Delka Leacandra ....,5,0,,2020-12-20 13:34:05,"Hai Afoec Cell, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam-R #BisnisPastiPOST",2020-12-21 6:42:27
1172,9e8731d1-aa9d-4eb1-af1f-0a38225326b8,Egi Risman Pirmansyah,https://play-lh.googleusercontent.com/a-/AD5-WCnJsgjtt7NdCmtlv90vholIKOcJFaf1al1NRRutDQ,positive,"Aplikasi sudah bagus dan simple,masukan tolong dong manjemen stock ny d satuin aja g harus buka post app,soalnya kan fitur tambahan barang nya juga di post bukqn di post app",4,7,1.10.2,2020-07-27 10:26:46,"Hai Pracekha Rafania, Terima Kasih telah menggunakan layanan POST. Saran dari kamu akan kami tampung sebagai pengembangan Layanan/Aplikasi POST. Salam-Vr",2020-07-28 1:11:32
78,1dc55051-4d90-41fd-9234-0b515607223e,Boombayah Drink,https://play-lh.googleusercontent.com/a/AEdFTp46QmMk5zsiaRGQ7i0vuISo0KZye9zpCOq4JIfR=mo,positive,"Terima kasih, aplikasi sangat membantu usaha saya",5,0,,2022-08-07 12:14:46,"Hai POSTpreneur Boombayah Drink, Terima kasih karena telah setia menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-08-07 16:16:51
665,10ed7625-038a-448a-a892-52962977bbfb,Maio Sonic,https://play-lh.googleusercontent.com/a-/AD5-WCkscHmsHdcp7vVtqYE77638LbHzsFG4dL0NFoCIeg,negative,HACK,1,0,1.26.3,2021-05-12 8:50:57,"Hai Maio Sonic, mohon maaf atas ketidaknyamanannya, jika kamu mengalami kendala mohon dilaporkan melalui pusat bantuan yang ada di aplikasi POST ya. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPastiPOST",2021-05-12 9:02:53
660,2a4c93f0-d19f-4fbf-999d-d21379f74c9a,081295595758 Zieda,https://play-lh.googleusercontent.com/a/AEdFTp5Tidi7eEhrEKkJ-u_wxCEmtr_HXyGFcAzOSzgD=mo,positive,Ok,5,0,1.25.2,2021-05-16 12:18:34,"Hai 081295595758 Zieda, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam-U #BisnisPastiPOST",2021-05-17 3:13:23
560,12c5d2be-f4b6-4a64-bcd8-aa70a88a65f9,Wala wala,https://play-lh.googleusercontent.com/a/AEdFTp5ltM9yRxag4_2ljUhVoRsOqL2eNlgHoIwsWHjv=mo,positive,Siiipppp,5,0,1.29.0,2021-08-27 0:12:19,"Hai Wala Wala, terima kasih atas kepercayaan kamu pada aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Jika ada kritik dan saran ataupun informasi yang dibutuhkan, silahkan hubungi kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-My #BisnisPastiPOST",2021-08-30 6:03:21
237,ed77829c-5711-41b2-999c-733a9c4ea6b4,mocikun _13,https://play-lh.googleusercontent.com/a-/AD5-WCnlvDsvjCPkZq-wH_Vlu6MTvkwFtUdpjat0bbbf,positive,"Mantap abis aplikasi ini soalnya pendaftaran QRIS nya gak ribet, simple, dan transaksi jadi lancar deh ❤❤❤❤🥰",5,0,1.33.2,2022-06-16 6:56:16,"Hai POSTpreneur mocikun _13, Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi kasir POST., Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-01 13:45:27
29,a4fc4cee-5e7a-4d01-a978-16881d970627,Fiki Andika,https://play-lh.googleusercontent.com/a-/AD5-WCkYkMLJmasH8sDwxiurTEP0hR3GZWJLlawtfPvopQ,negative,"Mohon ditambahkan biaya kirim yang bisa diedit sebelum proses bayar. Karena untuk penjualan melalui layanan pesan antar, seller perlu menambahkan biaya kirim.",4,0,1.44.0,2022-11-30 6:21:10,"Hai POSTpreneur Fiki Andika, Terima Kasih telah menggunakan aplikasi kasir POST. Kami akan menjadikan masukan Anda untuk pengembangan produk kami. Semoga kedepannya bisa lebih lengkap untuk fitur dan layanan aplikasi kami. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-12-01 5:44:12
1265,1b2c8363-053e-4e9a-970e-6e8876c30597,Ci Cimole,https://play-lh.googleusercontent.com/a-/AD5-WCnYPHSMAguVXSFedGfOiZn9iBnvWuSPaR-CYzHkVw,positive,Good,5,0,1.6.1,2020-05-27 18:01:13,"Hai Ci Cimole, Terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga hari kamu menyenangkan. Salam-VR",2020-05-28 1:03:30
1230,fa271014-6bed-46a6-a2cb-0723227529a4,Piping Christian,https://play-lh.googleusercontent.com/a-/AD5-WCl7YbLaRIsqREaVKeowo99FC-DbfFW6WOQvrrPI,positive,Sangat bermanfaat .. siiipppp A.F,5,0,1.6.1,2020-06-04 5:13:14,"Hai Piping Christian, Terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga hari kamu menyenangkan. Salam-R",2020-06-04 6:15:18
1050,043bf709-8c08-4434-859d-b0e9ad6b166f,annisa wulandari,https://play-lh.googleusercontent.com/a/AEdFTp6pgnNae-seVTINZfukTss6GSydF-hylrve7DmQ=mo,positive,terimaksih post telah membantu bisnis saya,5,0,1.18.1,2020-11-05 9:04:57,"Hai annisa wulandari, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam-Vr #BisnisPastiPOST",2020-11-05 9:57:38
316,eaf74aa6-2f8f-462f-9c00-e2b886a23eb1,Abriyanto Guntur,https://play-lh.googleusercontent.com/a-/AD5-WCkQ7EMij4rd9yK3AYExWjNnKZnsXSbb5QsR2xDFAA,negative,jelek,1,0,,2022-05-09 14:20:37,"Hai POSTpreneur Abriyanto Guntur, bantu kami menjadi lebih baik dengan mengirimkan saran dan kritik kamu terkait aplikasi kasir POST melalui Live Chat atau email cs@post.app.Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-05-10 7:36:57
